KO	BCMy_011_trim_nohost	BCMy_021_trim_nohost	BCMy_031_trim_nohost	BCMy_041_trim_nohost	BCMy_071_trim_nohost	BCMy_081_trim_nohost	BCMy_091_trim_nohost	BCMy_121_trim_nohost	BCMy_131_trim_nohost	BCMy_151_trim_nohost	BCMy_181_trim_nohost	BCMy_211_trim_nohost
K10441	4	6	0	27	2	0	0	0	91	4	0	0
K10530	0	0	0	0	1	0	0	0	0	0	0	0
K10536	0	0	0	0	0	0	0	2	1	0	0	0
K10539	0	0	0	0	1	0	0	0	1	0	0	0
K10540	0	0	0	1	0	0	0	0	4	0	0	2
K10541	0	0	0	0	0	1	0	2	0	0	0	0
K10542	0	0	0	0	0	0	0	0	2	0	0	0
K10544	2	77	20	178	0	0	0	2	717	77	0	79
K10545	0	0	0	2	0	0	0	0	2	0	0	0
K10546	0	67	19	174	0	0	6	0	731	59	0	50
K10547	2	90	20	193	0	0	0	5	798	82	0	85
K10548	0	96	32	258	0	0	0	1	997	89	0	41
K10562	0	0	0	3	0	0	0	0	12	0	0	0
K10563	4	65	9	136	0	2	2	0	639	56	0	39
K10589	0	0	0	0	0	0	0	0	0	0	1	0
K10672	0	0	0	0	0	0	0	0	1	1	0	0
K10679	0	2	0	6	0	0	0	0	0	2	0	0
K10680	0	1	0	4	0	0	0	2	0	6	1	3
K10681	0	4	0	5	0	0	0	0	25	3	0	2
K10682	0	0	1	0	0	0	0	0	0	0	0	0
K10708	0	0	0	1	1	0	0	0	3	0	0	0
K10710	0	2	0	0	0	0	0	0	0	0	0	0
K10711	0	3	2	0	0	0	4	0	0	0	0	0
K10754	0	31	12	114	2	0	0	0	248	37	0	21
K10764	0	18	0	18	0	0	0	0	0	11	4	12
K10773	2	55	13	108	1	0	0	0	387	45	0	33
K10778	0	6	2	17	0	0	0	0	26	2	0	7
K10793	0	115	40	406	0	0	0	2	1341	195	2	106
K10794	0	72	12	162	0	0	0	0	590	48	0	48
K10795	0	12	5	53	0	0	0	0	141	20	0	15
K10810	1	4	0	24	0	0	0	0	0	2	0	0
K10819	0	0	0	1	0	0	0	0	0	0	0	0
K10823	0	70	21	214	0	0	0	2	695	70	4	41
K10830	0	26	7	43	1	0	0	0	319	17	0	11
K10831	0	2	0	4	0	0	0	0	12	2	0	0
K10844	0	0	0	1	0	0	0	0	0	0	0	0
K10851	0	0	0	0	0	0	0	0	0	0	1	0
K10899	0	11	0	9	0	0	0	0	59	17	2	8
K10907	0	1	0	0	0	1	0	1	0	0	0	0
K10918	0	0	0	0	0	0	0	0	1	0	0	0
K10947	0	83	14	214	0	0	1	0	768	101	0	63
K10953	0	0	0	8	0	0	0	0	50	9	0	0
K10974	0	2	0	0	0	0	0	0	0	0	0	0
K10984	2	1	0	0	0	0	0	0	0	0	0	0
K11004	0	1	0	1	0	0	0	0	0	0	0	2
K11021	0	2	0	9	0	0	0	0	0	2	0	0
K11050	1	90	12	118	3	0	0	0	533	43	0	40
K11051	1	48	11	137	1	0	0	0	467	56	0	32
K11065	2	0	0	0	0	0	0	0	0	0	0	0
K11068	6	0	0	0	0	0	0	0	0	0	0	0
K11069	5	59	18	180	3	0	0	2	543	49	2	49
K11070	0	69	18	135	0	0	0	1	375	36	0	28
K11071	0	32	5	128	0	0	0	1	523	68	0	61
K11072	1	65	28	204	0	1	0	2	822	65	0	59
K11073	3	0	0	0	1	0	0	0	0	0	0	0
K11076	1	5	2	19	0	0	0	0	50	2	0	1
K11085	0	95	15	259	2	0	0	2	680	75	0	74
K11089	0	0	0	0	0	0	0	0	2	0	0	0
K11104	0	1	0	0	1	0	0	0	1	0	0	0
K11105	0	0	0	0	0	0	0	0	0	0	1	4
K11144	2	55	9	145	0	2	0	0	518	52	0	18
K11145	2	26	7	91	2	0	0	0	359	45	0	27
K11175	0	26	13	84	0	0	0	4	349	17	1	22
K11183	0	1	0	2	0	0	0	0	3	0	0	0
K11189	2	21	6	60	0	0	0	0	198	26	0	11
K11194	0	3	0	2	0	0	0	0	10	0	0	0
K11195	0	3	0	5	0	0	0	0	26	2	0	2
K11196	0	0	0	0	0	0	0	0	0	0	0	1
K11201	1	0	0	0	0	0	0	0	0	0	0	0
K11202	0	0	0	0	3	0	0	0	1	0	0	0
K11206	0	1	0	0	0	0	0	0	0	0	0	0
K11216	0	4	0	12	0	0	0	0	20	2	0	4
K11231	0	0	0	1	0	0	0	0	0	1	0	0
K11250	1	0	0	0	0	0	0	0	0	0	0	0
K11262	0	0	0	0	0	0	0	0	1	0	0	0
K11263	0	0	0	1	0	0	0	0	2	0	0	0
K11294	0	1	0	0	0	0	0	0	0	0	0	0
K11358	0	0	0	0	2	0	2	0	0	0	0	2
K11381	0	0	0	1	0	0	0	0	1	0	0	0
K11473	0	0	0	0	0	0	0	1	0	0	0	0
K11517	1	0	0	0	0	0	0	0	0	0	0	0
K11527	0	0	0	0	0	0	0	0	0	0	1	0
K11528	0	10	0	9	0	0	0	0	11	3	0	0
K11529	0	2	0	0	0	0	0	0	0	0	0	2
K11532	0	4	1	30	0	0	0	0	0	1	0	2
K11533	0	0	0	0	6	0	0	2	0	0	0	0
K11535	2	155	44	469	0	4	0	3	1224	183	0	168
K11541	0	0	0	0	0	2	0	0	0	0	0	0
K11601	0	0	1	1	0	0	0	0	4	0	0	0
K11604	0	0	1	1	0	0	0	0	4	0	0	0
K11605	0	0	0	0	0	0	0	0	1	0	0	2
K11608	0	0	0	0	0	0	0	0	1	0	0	1
K11609	0	0	0	0	0	0	0	0	1	0	0	0
K11614	2	80	32	207	0	0	0	0	866	46	0	38
K11615	0	29	3	70	0	0	0	0	185	28	0	18
K11616	0	29	12	65	0	0	0	0	282	27	0	16
K11618	2	0	0	0	0	0	0	0	0	0	0	0
K11629	0	0	0	1	0	0	0	0	0	0	0	0
K11630	0	0	0	0	0	0	0	0	1	0	0	1
K11631	0	0	0	0	0	0	0	0	1	0	0	0
K11632	0	0	0	1	0	0	0	0	0	0	0	0
K11634	0	0	0	1	0	0	0	0	0	0	0	0
K11635	0	9	1	14	0	0	0	0	35	3	0	3
K11637	0	4	2	8	0	0	0	0	29	2	0	1
K11638	0	0	0	0	0	0	0	0	1	0	0	0
K11649	0	0	0	1	0	0	0	0	0	0	0	0
K11691	0	12	5	29	0	0	0	0	79	5	0	2
K11692	2	0	0	0	0	0	0	0	0	0	0	0
K11693	0	8	2	36	0	0	0	0	111	10	0	17
K11695	0	20	2	30	0	0	0	1	148	15	0	14
K11704	0	33	12	105	0	0	0	0	320	42	0	17
K11705	0	55	15	135	0	0	0	0	511	66	0	49
K11706	0	26	7	42	1	0	0	0	319	17	0	11
K11707	1	0	0	0	0	0	0	2	0	0	0	0
K11709	0	0	0	0	0	0	0	0	1	0	0	2
K11710	0	3	0	0	1	0	0	0	12	1	0	1
K11717	0	153	49	242	0	0	0	2	1189	101	2	99
K11719	0	5	0	15	0	0	0	0	0	10	0	0
K11720	1	16	0	39	1	0	0	0	6	8	0	0
K11732	0	2	0	3	0	0	0	0	0	2	0	0
K11733	0	0	0	1	0	0	0	0	0	0	0	0
K11734	0	2	0	3	0	0	0	0	0	2	0	0
K11735	2	0	1	35	0	0	0	0	2	10	0	3
K11737	1	15	2	32	0	0	0	0	1	12	1	1
K11738	0	13	2	40	0	0	0	0	0	13	0	1
K11741	1	2	0	13	0	0	0	0	2	1	0	4
K11742	0	1	1	0	0	0	0	0	4	0	0	0
K11745	2	0	0	0	0	0	0	0	0	0	0	0
K11747	2	0	0	0	0	0	0	0	0	0	0	1
K11748	0	0	0	0	0	0	0	0	0	0	0	1
K11749	2	83	13	207	0	0	2	0	665	93	0	53
K11750	0	0	0	0	0	3	0	0	0	0	0	0
K11751	1	3	1	2	0	0	0	2	20	0	0	5
K11752	10	4	0	33	0	0	4	0	0	2	0	4
K11753	1	42	13	138	1	1	3	0	467	45	0	42
K11754	2	86	25	291	3	3	0	4	873	98	1	65
K11755	1	2	0	6	1	0	3	0	2	0	0	2
K11783	0	0	0	0	0	0	0	1	0	0	0	0
K11788	0	3	3	14	0	0	0	0	39	2	0	0
K11808	0	1	0	1	0	0	0	0	2	1	0	0
K11814	0	5	3	27	0	0	0	0	72	15	0	3
K11815	0	5	3	26	0	0	0	0	72	15	0	3
K11894	0	0	0	0	0	0	0	1	0	0	0	0
K11896	2	0	0	0	1	0	0	0	0	0	0	0
K11900	0	0	0	0	0	0	0	0	0	0	0	2
K11904	0	4	2	25	0	0	0	1	88	10	0	5
K11907	0	0	0	0	2	0	0	0	0	0	0	0
K11912	0	0	0	0	0	0	0	4	0	0	0	0
K11916	0	0	0	0	0	3	0	0	0	0	0	0
K11922	0	1	0	1	0	0	0	0	2	0	0	0
K11927	0	34	3	39	0	0	1	0	42	10	0	8
K11928	0	0	0	0	0	0	2	4	0	0	0	0
K11936	1	3	0	0	0	0	0	0	0	1	0	0
K11939	0	0	0	0	0	2	0	0	0	0	0	0
K11953	0	0	0	4	0	0	0	0	15	0	0	1
K11956	0	0	0	0	1	0	0	0	0	0	0	0
K11957	0	5	3	2	0	0	0	0	27	2	0	2
K11959	0	0	0	0	0	0	0	0	0	2	0	0
K11961	0	0	0	0	0	0	0	0	2	0	0	0
K11962	0	0	2	3	0	0	0	0	5	1	0	0
K11991	2	50	9	78	2	0	1	2	237	49	4	37
K12055	0	0	0	0	0	2	0	0	0	0	0	0
K12062	0	0	0	0	0	0	0	0	0	0	0	2
K12072	0	0	0	0	0	0	0	0	0	0	0	4
K12088	0	8	1	3	0	0	0	0	26	3	0	7
K12132	7	79	42	271	4	5	2	2	917	99	9	91
K12143	0	0	0	0	1	0	0	0	0	0	0	0
K12237	0	0	0	0	1	0	0	0	0	0	0	0
K12240	0	0	0	0	1	0	0	0	0	0	0	0
K12256	0	0	0	0	0	0	0	4	0	0	0	0
K12257	3	8	0	30	0	0	1	4	2	3	0	6
K12262	0	7	0	32	0	0	0	0	2	2	0	0
K12267	0	27	11	123	0	0	2	2	259	44	5	34
K12287	0	0	0	4	0	0	0	0	46	3	0	0
K12292	0	0	1	3	0	0	2	0	10	1	0	0
K12296	0	28	7	63	2	0	0	0	233	20	0	12
K12308	2	313	80	706	0	0	2	2	2727	237	0	145
K12339	0	0	0	0	0	0	0	1	0	0	0	0
K12340	0	15	0	69	0	0	0	0	4	11	0	0
K12346	0	0	0	4	0	0	0	0	1	0	0	0
K12373	0	33	14	122	0	2	2	0	451	43	0	29
K12410	2	2	0	0	2	0	0	2	0	2	0	0
K12430	0	0	0	3	0	0	0	0	0	0	0	0
K12434	0	3	0	1	0	0	0	0	0	0	0	0
K12436	0	3	0	2	0	0	0	0	0	0	0	0
K12448	0	0	0	1	0	0	0	0	1	0	0	0
K12450	1	15	0	11	0	0	0	0	0	3	0	1
K12454	0	0	0	0	0	0	0	0	2	1	0	0
K12472	0	0	0	0	0	0	0	0	6	1	0	2
K12500	0	0	0	0	0	0	0	0	0	0	0	1
K12503	0	0	0	1	0	0	0	0	0	0	0	0
K12506	0	4	0	30	0	0	0	0	1	6	0	3
K12510	0	0	0	0	0	0	1	0	0	0	0	0
K12524	0	0	0	0	0	0	0	2	0	0	0	0
K12541	0	0	0	0	0	0	0	0	0	1	0	0
K12542	0	0	0	2	0	0	0	0	0	0	0	0
K12548	0	1	0	0	0	0	0	0	0	1	0	0
K12549	0	0	0	1	0	0	0	0	0	0	0	0
K12551	0	150	40	336	0	4	0	0	1462	158	2	125
K12552	7	106	28	299	2	0	0	0	937	116	3	83
K12553	6	133	45	339	0	0	0	0	1461	155	1	98
K12554	0	105	26	261	0	0	0	1	633	95	1	72
K12555	1	160	24	336	0	0	2	0	1700	173	0	101
K12556	7	106	28	299	2	0	0	0	937	116	3	83
K12573	9	159	60	400	0	2	3	5	1734	205	2	101
K12574	7	260	71	639	8	0	4	4	2333	208	3	116
K12585	0	0	0	1	0	2	1	0	1	0	0	2
K12600	1	0	0	0	0	0	0	0	0	2	0	0
K12604	0	0	0	0	0	0	0	0	0	2	0	0
K12658	0	0	0	1	0	0	0	0	1	0	0	0
K12678	0	0	0	0	0	0	0	0	0	0	0	1
K12684	0	0	0	8	0	0	0	0	50	9	0	0
K12685	0	1	0	1	0	0	0	0	0	1	0	0
K12700	0	6	3	13	0	0	0	0	94	8	0	3
K12736	0	0	0	0	0	0	0	0	1	0	0	0
K12823	0	3	0	0	0	0	0	0	2	0	0	0
K12828	0	0	0	0	0	0	0	0	0	1	0	0
K12856	0	0	0	0	0	1	0	0	0	0	0	0
K12874	0	0	0	0	0	1	0	0	0	0	0	0
K12941	1	1	0	0	0	2	0	0	0	0	0	0
K12943	0	26	0	16	0	0	0	0	0	9	0	8
K12951	0	0	0	0	0	0	0	0	1	0	0	0
K12952	0	369	80	791	0	1	0	5	3200	371	0	230
K12954	2	1	0	4	0	0	0	0	2	1	0	0
K12955	0	23	2	29	0	0	0	0	179	13	1	8
K12956	0	0	0	1	0	0	0	0	0	0	0	0
K12957	0	1	0	4	0	0	0	0	0	0	0	0
K12972	0	0	0	0	0	0	0	0	0	0	2	0
K12975	2	2	0	0	0	0	0	0	0	0	0	0
K12976	0	0	0	0	0	0	0	0	0	0	1	0
K12979	0	4	0	16	0	0	0	0	0	4	0	0
K12995	0	0	0	0	0	0	0	2	0	0	0	0
K12997	0	7	0	9	0	0	0	0	29	4	0	2
K12999	0	40	5	147	0	0	0	1	446	54	0	34
K13002	0	0	0	0	0	0	1	0	0	0	0	0
K13005	0	13	0	25	0	0	0	0	0	7	0	0
K13012	0	29	21	66	0	0	0	2	271	16	0	12
K13013	0	0	0	0	0	0	1	0	0	0	0	0
K13017	0	7	0	2	0	0	0	0	0	0	0	0
K13019	0	8	1	12	0	0	0	0	49	6	0	1
K13038	2	36	8	83	1	0	2	2	360	24	2	8
K13051	0	5	0	21	0	0	0	0	34	6	0	4
K13052	2	12	3	39	0	0	0	0	150	16	0	12
K13059	0	0	0	0	1	0	0	0	0	0	0	0
K13103	0	0	0	0	0	0	0	0	2	0	0	0
K13252	2	3	0	1	0	0	0	2	0	0	0	0
K13256	0	5	0	29	0	0	0	0	32	6	0	1
K13283	0	2	0	0	0	0	0	0	0	0	0	0
K13292	4	74	10	156	2	0	0	0	469	55	1	36
K13378	0	0	0	0	0	0	0	0	4	0	0	0
K13408	0	14	0	37	0	0	0	0	4	6	0	2
K13409	1	18	4	44	0	0	0	1	5	14	0	7
K13412	0	1	0	0	0	0	0	0	0	0	0	0
K13421	0	0	0	0	0	0	1	0	0	0	0	0
K13472	0	7	1	13	0	0	0	0	0	2	4	0
K13479	0	0	0	0	0	0	0	0	0	0	0	2
K13490	0	0	0	1	0	0	0	0	0	1	0	0
K13497	0	4	0	19	0	0	0	1	0	8	0	1
K13498	0	0	0	1	0	0	0	0	0	0	0	0
K13503	0	2	0	0	0	0	0	0	0	0	0	0
K13527	0	2	0	0	0	0	0	0	0	0	0	0
K13529	0	8	5	16	0	0	0	0	36	3	0	12
K13531	0	13	0	25	0	0	0	0	92	14	0	10
K13542	0	1	0	8	0	0	0	0	0	0	0	0
K13543	0	1	0	8	0	2	0	0	0	0	0	0
K13566	0	0	0	0	2	0	0	0	0	0	0	0
K13571	0	0	0	0	0	0	0	2	0	0	0	0
K13581	0	4	0	18	0	0	0	0	0	11	0	0
K13582	2	2	2	9	0	0	0	0	2	10	0	0
K13583	0	1	4	5	0	0	0	0	0	1	0	0
K13584	0	9	0	36	0	0	0	0	0	4	0	5
K13598	2	25	1	49	0	0	0	1	1	12	0	12
K13599	0	12	0	30	0	0	0	1	2	4	0	2
K13628	0	1	2	4	0	0	0	0	0	2	0	0
K13652	0	0	0	0	0	0	0	0	2	0	0	0
K13662	2	0	0	0	0	0	0	0	0	0	0	0
K13670	0	4	1	8	0	0	0	0	17	2	0	6
K13677	0	61	14	176	0	0	0	0	527	51	0	32
K13678	0	4	1	8	0	0	0	0	30	1	0	1
K13687	0	0	1	0	0	0	0	0	0	0	0	0
K13713	0	0	0	1	0	0	0	0	3	0	0	0
K13714	3	6	5	0	4	2	0	0	0	0	2	0
K13727	2	64	33	221	0	0	0	0	491	71	0	60
K13730	1	0	0	0	0	0	0	0	0	0	0	0
K13731	3	6	5	0	4	2	0	0	0	0	2	0
K13734	0	1	0	4	0	0	0	0	24	2	0	0
K13735	0	1	0	0	0	0	0	0	0	1	0	0
K13745	0	0	0	0	0	0	0	0	1	0	0	0
K13747	0	0	0	0	2	0	0	8	0	0	0	0
K13771	0	2	0	6	0	0	0	0	0	2	0	0
K13788	0	1	0	0	0	0	0	0	2	0	0	0
K13789	0	32	9	113	2	0	0	2	447	27	0	25
K13797	0	8	0	5	0	0	0	0	1	1	0	0
K13810	0	16	3	68	0	0	0	0	6	16	0	9
K13818	0	0	0	2	0	0	0	0	0	0	0	0
K13821	1	49	2	89	0	0	0	0	0	23	0	8
K13829	4	24	0	45	0	0	2	0	43	7	0	3
K13832	0	3	1	11	0	0	0	0	12	2	0	2
K13853	0	1	1	1	0	0	0	0	11	0	0	2
K13874	0	1	0	4	0	0	0	0	0	0	0	2
K13889	0	0	0	0	0	0	0	0	1	0	1	0
K13890	0	0	0	0	0	0	0	0	0	0	1	0
K13892	0	1	0	6	0	0	0	0	15	0	1	8
K13894	0	0	0	0	0	0	0	0	0	0	4	0
K13896	0	2	1	6	0	2	0	0	34	0	1	0
K13922	0	36	8	71	0	0	1	0	410	39	0	24
K13924	2	0	0	0	1	0	0	0	0	0	0	0
K13926	2	1	1	1	0	0	0	0	10	1	0	1
K13927	0	22	10	54	0	0	0	0	172	8	2	18
K13929	0	4	2	0	2	0	0	0	0	2	0	2
K13930	0	16	5	28	0	0	0	0	76	3	0	11
K13932	4	0	0	0	0	0	1	0	0	0	0	0
K13934	2	0	0	0	0	0	0	0	0	0	0	0
K13935	0	0	0	2	0	0	0	0	17	2	2	2
K13940	0	6	0	13	0	0	0	0	0	1	0	0
K13941	0	0	0	2	0	0	0	0	0	0	0	0
K13950	0	8	4	33	2	0	0	4	0	9	0	2
K13953	0	68	39	257	0	0	0	0	898	108	0	58
K13954	0	10	3	11	0	0	0	0	75	5	0	3
K13963	0	0	0	0	0	0	0	1	0	0	0	0
K13979	1	4	0	19	0	0	0	0	2	5	0	5
K13993	1	15	2	63	1	0	0	0	141	5	0	4
K13998	0	0	0	1	0	0	0	0	1	0	0	0
K14023	0	2	0	0	0	0	0	0	0	1	0	0
K14026	0	2	0	0	0	0	0	0	0	1	0	0
K14048	0	0	0	15	0	0	0	0	0	2	0	0
K14052	0	1	0	0	0	0	0	0	0	0	0	0
K14058	0	0	0	0	0	0	0	0	0	0	0	2
K14060	0	0	0	6	0	0	0	0	0	1	0	2
K14083	0	0	0	0	0	0	0	0	0	2	0	0
K14086	4	0	0	0	0	0	0	0	0	0	0	1
K14114	0	0	0	0	0	0	0	2	0	0	0	0
K14153	0	9	3	46	1	0	0	0	143	10	0	12
K14154	0	0	0	4	0	0	0	0	3	0	0	0
K14155	3	59	11	140	2	0	2	2	564	69	0	40
K14162	1	0	0	2	2	2	6	1	0	6	0	2
K14170	0	0	1	4	4	0	0	0	0	0	0	1
K14187	0	0	1	4	0	0	0	0	0	0	0	0
K14188	0	13	5	32	0	0	0	0	124	15	0	12
K14194	0	2	0	5	0	0	0	0	13	1	0	1
K14205	0	140	52	386	0	2	0	2	1153	134	0	141
K14210	1	0	0	0	0	0	0	0	0	0	0	0
K14215	0	1	0	0	0	0	0	0	0	1	0	0
K14260	0	100	20	174	2	0	0	4	800	66	0	49
K14261	0	24	5	50	0	0	0	0	95	11	0	11
K14267	0	1	1	1	0	0	0	0	3	0	0	0
K14274	2	3	0	15	0	0	0	0	0	7	0	4
K14287	0	0	0	0	1	0	0	0	0	0	0	0
K14347	0	4	1	35	0	1	2	0	0	3	0	4
K14393	2	0	0	0	0	0	0	0	1	0	0	0
K14394	0	0	0	0	0	0	0	0	1	0	0	0
K14414	1	0	0	0	0	0	0	0	0	0	0	1
K14415	0	0	0	0	2	0	0	0	0	0	0	0
K14429	0	0	0	2	0	0	0	0	0	0	0	0
K14441	0	0	0	0	1	1	0	0	0	0	0	0
K14469	0	0	0	0	0	0	0	0	2	0	0	1
K14540	0	64	16	153	2	0	2	0	552	57	0	35
K14548	0	0	0	0	0	0	0	0	0	1	0	0
K14571	0	0	0	0	0	0	0	0	0	0	0	1
K14623	0	0	0	0	0	0	4	0	0	0	0	0
K14645	0	1	0	3	0	0	0	0	0	0	0	1
K14652	0	9	1	28	0	0	2	0	0	8	0	5
K14660	0	21	5	43	0	0	0	0	160	4	0	7
K14663	0	0	0	0	0	0	0	0	0	0	0	2
K14667	0	0	0	0	0	0	0	0	1	0	0	0
K14681	0	0	0	0	0	1	0	0	0	0	0	0
K14698	0	0	1	0	0	0	0	0	0	0	0	0
K14731	0	0	0	0	0	0	0	0	0	0	0	2
K14742	4	69	14	146	1	0	1	1	505	65	0	47
K14761	3	10	6	30	0	0	0	1	99	9	0	10
K14799	0	0	0	0	0	0	0	0	0	1	0	2
K14805	0	0	0	1	0	0	0	0	0	0	0	0
K14980	1	20	0	56	0	0	0	0	4	5	0	5
K14981	2	8	0	20	0	0	0	0	0	3	0	1
K14986	0	0	0	0	0	0	0	0	0	0	0	2
K14987	1	0	0	0	0	0	0	0	0	0	0	0
K14998	0	0	0	0	0	1	0	0	0	0	0	0
K15022	0	0	0	0	1	0	0	0	0	0	0	0
K15051	0	61	13	116	6	0	0	0	339	49	2	56
K15125	4	39	0	52	0	0	0	0	0	17	2	4
K15201	0	0	2	0	0	0	0	0	0	0	0	0
K15264	1	0	0	0	0	0	0	0	0	0	0	0
K15269	0	0	1	0	0	0	0	0	0	0	0	0
K15270	0	3	5	22	0	0	0	0	1	5	0	0
K15311	0	2	0	4	0	0	0	0	18	5	0	2
K15327	0	70	12	138	0	0	0	0	654	58	0	47
K15329	0	63	12	122	0	0	0	0	654	51	0	45
K15342	1	78	15	187	0	0	1	0	654	58	0	61
K15355	0	0	0	2	0	0	0	0	17	2	0	1
K15460	0	48	7	110	0	0	2	1	483	46	0	29
K15461	0	0	0	0	0	0	0	0	0	0	0	1
K15482	0	0	0	8	0	0	0	0	50	9	0	0
K15509	0	1	0	0	0	0	0	0	0	0	0	0
K15515	0	17	0	28	0	0	0	0	156	15	0	4
K15523	0	0	0	0	0	0	0	0	1	0	0	0
K15524	8	21	5	45	1	0	1	2	116	17	0	20
K15526	0	0	0	0	0	0	0	0	1	0	0	0
K15527	0	0	0	0	0	0	0	0	0	0	0	4
K15532	0	165	58	355	2	0	0	2	1393	132	0	91
K15534	0	0	0	0	0	0	0	0	0	0	0	1
K15539	0	55	19	144	0	0	2	0	421	73	0	23
K15547	1	17	2	41	0	0	0	0	1	9	0	0
K15549	2	10	2	30	0	0	0	0	0	13	0	2
K15553	0	0	0	2	0	0	0	0	0	0	0	0
K15555	0	2	1	7	2	0	0	0	54	0	0	2
K15579	0	0	0	4	0	0	0	0	15	0	0	1
K15580	9	392	73	864	2	2	0	4	3105	321	0	259
K15581	1	62	23	179	0	1	0	2	741	67	2	30
K15582	3	75	12	160	0	1	0	0	730	73	2	58
K15583	2	49	14	138	0	0	0	0	575	69	1	57
K15587	0	0	0	0	0	0	0	0	1	0	0	3
K15598	2	2	0	0	0	0	0	0	0	0	0	0
K15599	2	0	0	0	0	0	0	0	0	0	0	0
K15600	0	1	1	11	1	0	0	0	5	2	0	2
K15633	0	0	0	0	2	0	0	2	0	0	0	2
K15634	0	0	0	2	0	0	0	0	0	0	0	0
K15640	0	45	8	74	0	0	0	0	242	42	0	14
K15669	0	0	0	0	0	0	0	2	0	0	0	0
K15724	0	4	1	6	0	0	0	0	2	0	0	0
K15725	0	0	0	2	0	0	0	0	0	0	0	0
K15726	0	20	2	99	0	2	0	0	1	22	0	6
K15727	0	12	1	31	0	0	0	0	0	3	0	2
K15738	7	109	26	325	2	3	0	0	1138	144	0	61
K15765	0	0	0	1	0	0	0	0	0	0	0	0
K15770	2	209	64	482	3	0	0	8	1696	175	0	118
K15771	2	187	51	396	2	0	4	0	1547	154	2	155
K15772	0	163	61	423	2	0	0	0	1432	125	0	90
K15773	0	4	1	3	0	0	0	0	19	5	0	0
K15778	0	101	18	241	0	0	0	0	969	61	1	44
K15780	0	83	11	301	0	0	0	0	943	110	0	74
K15792	0	2	1	2	0	0	0	0	3	0	0	2
K15894	0	0	0	1	0	0	0	0	0	0	0	0
K15898	0	0	0	0	0	0	0	2	0	0	0	0
K15915	0	3	1	1	0	0	0	0	26	2	0	3
K15922	0	0	0	0	0	0	0	4	0	0	0	0
K15923	0	0	0	0	0	0	0	0	0	0	0	2
K15924	0	0	0	0	0	0	0	0	0	1	0	0
K15986	2	71	13	85	1	0	0	4	580	51	0	48
K15987	0	0	0	0	0	2	0	0	0	0	0	0
K16011	0	13	0	33	0	1	0	2	0	3	0	1
K16012	3	24	0	16	0	1	0	1	1	5	0	3
K16013	2	19	1	31	0	0	0	0	6	6	0	4
K16014	0	2	1	1	0	0	0	0	6	0	0	0
K16019	0	2	0	2	0	0	0	0	0	1	0	0
K16052	4	48	8	122	0	0	2	0	340	44	0	30
K16053	2	1	0	0	0	0	0	0	0	0	0	0
K16055	2	0	1	0	0	0	0	0	0	0	0	0
K16066	0	9	1	16	0	0	0	0	0	2	0	1
K16074	0	4	0	20	0	0	0	0	0	5	0	4
K16080	0	0	0	2	0	0	0	0	0	0	0	0
K16089	3	2	0	2	0	0	0	0	0	0	0	6
K16090	0	41	4	96	0	0	0	0	8	26	0	6
K16091	0	0	0	0	0	1	0	0	0	0	0	0
K16137	4	8	0	14	0	0	0	2	0	1	0	1
K16139	2	0	0	0	0	0	0	0	0	0	0	0
K16140	0	0	0	0	0	0	0	0	0	0	0	2
K16147	0	0	0	0	0	0	0	4	0	0	0	0
K16150	0	16	0	8	0	0	0	0	1	13	0	3
K16153	0	0	0	0	0	4	0	0	4	0	2	0
K16169	1	78	26	207	0	0	0	0	665	84	0	61
K16170	0	4	2	6	0	0	0	0	27	1	0	0
K16193	0	4	0	12	0	0	0	0	37	3	0	3
K16202	0	0	0	1	0	0	0	0	0	0	0	0
K16209	0	0	0	0	7	0	0	0	0	0	0	0
K16210	1	521	146	1351	0	3	3	2	4347	497	2	365
K16212	0	0	0	0	0	0	2	0	0	0	0	0
K16235	0	1	0	0	0	0	0	0	0	0	0	0
K16264	2	17	0	20	2	0	1	0	4	13	0	6
K16291	0	1	0	0	0	0	0	0	0	0	0	0
K16323	0	12	9	45	0	0	0	0	109	10	0	16
K16363	0	1	0	2	0	0	0	0	0	0	0	0
K16370	0	9	0	11	0	0	0	0	77	3	0	2
K16396	0	0	0	1	0	0	0	0	0	0	0	0
K16397	0	0	0	1	0	0	0	0	0	0	0	0
K16509	0	35	14	102	0	0	0	0	186	27	1	16
K16511	0	14	7	51	0	0	0	1	126	18	0	10
K16554	0	1	2	7	0	0	0	0	29	0	0	7
K16570	0	0	0	0	0	0	0	0	1	0	0	0
K16647	0	0	0	1	0	0	0	0	0	0	0	0
K16692	0	0	0	1	0	0	0	0	0	0	0	0
K16702	0	4	0	10	0	0	0	0	8	3	0	2
K16784	0	0	0	0	0	0	0	0	1	0	0	1
K16785	0	158	47	324	8	0	5	2	1027	88	0	79
K16786	2	307	85	770	11	1	0	6	2923	270	0	182
K16787	2	301	71	706	10	1	2	6	2878	262	1	194
K16788	0	41	12	72	1	1	0	0	428	39	0	28
K16789	0	62	6	112	0	0	0	0	390	36	0	31
K16846	0	3	0	0	0	0	0	0	0	0	0	0
K16850	0	12	4	21	0	0	0	0	109	21	0	13
K16856	0	3	0	1	0	0	0	0	0	0	0	0
K16869	0	282	65	601	0	3	0	0	2525	206	0	134
K16877	0	0	0	4	0	0	0	0	0	0	0	0
K16881	0	0	0	0	0	0	0	1	0	0	0	0
