KO	BCMy_011_trim_nohost	BCMy_021_trim_nohost	BCMy_031_trim_nohost	BCMy_041_trim_nohost	BCMy_071_trim_nohost	BCMy_081_trim_nohost	BCMy_091_trim_nohost	BCMy_121_trim_nohost	BCMy_131_trim_nohost	BCMy_151_trim_nohost	BCMy_181_trim_nohost	BCMy_211_trim_nohost
K01271	5	139	27	248	0	0	1	2	1261	127	6	97
K01273	2	1	0	30	2	0	0	0	0	5	0	0
K01274	2	111	29	269	0	0	2	0	883	114	0	58
K01277	0	0	0	0	0	2	0	0	0	0	0	0
K01278	0	0	0	0	0	0	0	0	6	0	0	0
K01281	2	4	2	3	0	2	2	0	0	0	0	0
K01284	0	0	0	0	0	0	0	2	6	0	0	2
K01286	0	18	2	66	1	0	2	0	171	21	0	14
K01297	1	0	0	0	0	0	0	2	0	0	0	1
K01299	0	0	0	0	0	0	2	0	0	0	0	0
K01303	0	0	0	0	2	0	1	0	0	0	0	0
K01304	2	45	17	178	2	0	0	0	567	39	0	19
K01318	0	0	0	0	0	0	0	0	1	0	0	0
K01338	2	38	1	61	0	4	2	2	7	21	2	4
K01354	0	45	12	101	2	0	0	0	48	35	0	16
K01356	3	27	15	66	1	0	1	0	340	27	0	24
K01358	1	40	10	127	2	0	0	3	318	46	0	22
K01361	3	6	0	18	11	0	0	0	43	4	8	1
K01372	3	87	22	192	3	2	4	1	860	77	0	31
K01387	0	0	0	1	0	0	0	0	0	0	0	0
K01389	2	0	0	0	0	0	0	0	0	0	0	0
K01406	0	0	0	0	0	0	0	0	1	0	0	0
K01409	9	139	27	298	2	2	0	4	1235	165	0	86
K01414	2	0	0	0	0	0	0	2	0	0	0	0
K01415	2	0	0	0	0	0	0	0	0	0	0	0
K01419	0	48	10	89	0	0	0	2	418	15	0	18
K01420	1	4	0	20	0	4	0	0	0	0	0	2
K01421	0	209	70	508	2	3	8	5	2048	226	0	143
K01424	4	98	29	234	0	0	0	2	727	112	0	79
K01427	0	2	0	1	0	0	0	0	0	0	0	0
K01428	0	22	0	41	0	0	0	0	2	14	0	0
K01429	0	2	0	10	0	0	0	0	0	1	0	0
K01430	0	1	0	21	0	0	0	0	0	3	0	0
K01433	0	1	0	0	0	0	0	0	0	0	0	0
K01434	0	0	0	0	0	0	0	0	0	0	2	0
K01436	2	7	0	32	0	0	0	0	0	5	1	5
K01438	0	0	0	0	0	0	0	0	0	0	0	2
K01439	10	142	29	298	4	0	2	3	944	121	2	60
K01442	2	6	0	0	2	0	0	2	0	0	0	2
K01443	4	68	17	170	0	1	0	0	726	89	0	35
K01444	0	0	0	4	0	0	0	0	3	0	0	0
K01447	3	7	5	9	8	4	0	0	41	1	2	3
K01448	1	4	1	17	3	2	0	4	51	2	1	7
K01457	0	0	0	2	0	0	0	0	0	0	0	0
K01458	0	13	3	29	0	0	0	0	1	0	0	4
K01462	0	30	16	144	0	1	1	3	439	30	2	39
K01463	1	0	0	0	0	0	0	0	0	0	0	0
K01465	4	113	27	252	2	1	1	3	1065	100	0	73
K01470	0	14	1	10	0	0	0	0	2	3	0	1
K01476	2	0	0	0	0	2	0	1	0	0	0	5
K01478	2	73	25	189	0	0	0	2	758	71	0	67
K01485	0	5	0	7	0	0	1	0	0	4	0	0
K01486	2	3	0	0	2	0	0	1	0	0	0	0
K01487	0	5	0	6	0	2	0	0	0	5	0	1
K01488	0	10	3	46	0	0	2	0	2	10	0	1
K01489	0	10	13	56	0	0	0	0	164	25	0	22
K01491	0	68	7	169	1	0	0	2	622	56	0	51
K01492	0	0	0	0	0	0	0	0	1	0	0	0
K01493	0	12	8	57	0	0	0	3	91	26	0	14
K01494	0	6	0	17	0	0	0	0	0	1	0	0
K01495	2	6	1	21	0	0	0	0	0	4	0	1
K01496	1	1	0	10	0	0	3	0	0	2	0	0
K01497	0	0	1	4	0	0	0	2	0	0	0	0
K01501	0	1	0	0	0	0	0	0	0	0	0	0
K01505	0	0	0	2	0	0	0	0	0	0	0	0
K01507	0	3	1	7	0	0	0	0	0	0	0	1
K01509	0	1	0	1	0	0	0	0	0	1	0	0
K01512	0	25	5	51	0	0	0	0	142	12	0	6
K01515	3	102	12	231	0	0	1	1	723	88	3	60
K01520	1	30	10	63	0	0	1	2	194	16	0	23
K01521	0	6	0	4	0	0	0	0	0	1	0	0
K01523	3	8	0	11	3	0	0	0	2	0	0	4
K01524	1	16	1	30	2	1	0	0	32	11	0	3
K01531	10	346	88	757	1	0	0	1	3566	303	2	207
K01533	5	181	68	420	7	2	4	3	1727	144	4	127
K01534	7	236	73	532	7	0	2	12	2119	179	4	156
K01535	0	4	3	6	0	0	0	0	29	2	0	1
K01537	11	387	97	930	9	5	5	1	3702	355	2	223
K01539	1	3	0	0	0	0	0	0	1	1	0	0
K01546	0	0	0	0	0	0	0	0	0	0	0	4
K01547	0	1	0	1	0	0	0	0	13	0	0	4
K01560	1	43	9	116	0	0	0	0	387	33	0	18
K01563	0	0	0	1	0	0	0	0	0	0	0	0
K01568	1	29	12	50	0	0	0	1	274	26	0	20
K01571	0	0	0	0	0	0	2	0	2	0	0	0
K01572	0	0	0	0	2	0	0	0	0	0	0	0
K01575	4	12	2	16	2	0	2	0	0	2	0	1
K01581	0	7	2	32	0	0	2	0	0	3	0	3
K01582	0	0	0	0	0	0	2	1	0	0	0	0
K01583	0	0	0	0	0	0	0	1	0	0	0	0
K01585	0	0	0	0	1	0	4	1	0	0	0	0
K01586	2	9	3	32	0	0	0	0	0	7	0	11
K01588	1	49	9	61	0	0	0	1	301	15	1	19
K01589	2	113	17	178	0	0	0	2	773	81	0	40
K01591	1	65	11	127	0	2	3	2	551	64	0	20
K01595	2	13	0	53	2	2	0	0	0	11	0	6
K01596	0	0	0	0	0	0	1	0	0	0	0	0
K01597	1	58	16	157	0	0	0	0	690	42	1	46
K01598	0	28	8	72	2	0	0	2	370	23	0	4
K01599	0	14	1	28	1	0	0	0	2	2	0	0
K01601	0	0	2	0	0	0	0	0	2	0	0	0
K01607	7	32	10	72	0	0	0	0	118	14	0	12
K01609	0	0	1	20	1	0	0	5	4	2	0	1
K01610	4	0	0	0	0	0	2	2	0	0	0	0
K01611	0	7	0	6	0	0	0	0	0	9	0	0
K01613	0	7	0	16	0	0	0	1	0	2	1	4
K01615	0	0	0	0	0	0	0	2	0	0	0	0
K01616	0	6	0	5	0	0	0	0	0	1	0	0
K01619	0	37	23	113	1	4	0	0	341	31	0	36
K01620	0	8	0	25	0	0	0	1	2	3	0	0
K01621	4	300	91	860	1	2	2	1	3682	346	2	259
K01624	0	87	33	164	0	0	2	2	527	49	3	35
K01625	2	58	12	130	0	0	1	0	430	43	0	49
K01626	0	10	1	29	0	0	0	0	1	11	0	1
K01627	0	5	0	7	0	0	0	0	1	14	2	7
K01628	0	2	0	0	0	0	1	0	0	0	1	0
K01629	0	101	23	188	0	0	0	0	663	72	0	27
K01631	0	0	0	0	0	2	0	0	0	0	0	0
K01633	0	0	0	1	0	0	0	0	0	0	0	0
K01635	0	131	38	361	0	0	0	0	1321	72	0	127
K01640	0	2	0	0	0	0	0	0	0	0	0	0
K01641	2	133	25	300	2	0	0	0	1121	97	0	66
K01643	2	179	40	401	0	0	0	0	1736	160	2	142
K01644	0	92	23	251	1	4	0	0	1031	106	0	65
K01646	0	24	6	57	1	0	0	0	231	20	0	21
K01647	0	13	0	29	2	0	0	4	0	4	0	7
K01649	0	16	0	25	0	1	0	0	0	11	4	7
K01652	1	24	3	80	0	0	1	0	0	23	0	9
K01653	0	0	0	2	0	0	0	0	0	0	0	0
K01654	0	0	0	0	1	2	0	2	0	0	0	0
K01657	0	8	0	34	3	0	0	4	2	5	0	3
K01658	0	4	0	13	0	0	2	3	0	2	0	3
K01662	2	12	1	35	2	7	5	4	0	10	0	1
K01664	0	0	0	2	0	0	2	0	0	2	0	1
K01665	2	8	4	38	2	0	0	4	0	11	0	2
K01666	0	0	0	0	0	0	0	2	0	0	0	0
K01667	0	0	0	0	0	1	0	2	0	0	0	0
K01671	0	7	2	23	0	0	0	0	105	2	0	3
K01673	0	2	0	9	0	0	0	0	1	3	0	2
K01677	0	0	0	0	2	0	0	0	0	0	0	0
K01678	0	0	0	0	0	0	2	0	0	0	0	0
K01679	0	11	1	32	1	2	0	0	2	7	0	5
K01681	0	22	2	53	2	0	5	2	2	18	1	7
K01682	0	0	2	0	2	0	0	0	0	0	0	1
K01683	0	0	0	0	0	0	0	0	0	0	2	0
K01685	2	88	35	228	0	0	0	0	952	130	0	69
K01686	2	68	20	160	0	2	0	2	667	61	0	44
K01687	3	24	0	32	0	0	2	7	0	11	2	3
K01689	3	119	25	165	0	1	2	0	940	111	0	65
K01690	0	12	1	40	0	0	0	0	6	7	0	2
K01693	0	13	0	12	0	0	1	0	0	9	0	1
K01695	0	6	0	21	1	0	0	0	2	1	0	3
K01696	0	13	0	29	1	6	0	1	0	14	0	4
K01697	0	2	0	1	0	0	0	1	0	1	0	0
K01698	0	17	0	17	0	0	0	0	2	7	0	7
K01703	0	11	0	23	5	0	0	2	0	3	0	3
K01704	0	2	1	8	0	0	0	1	0	5	0	2
K01708	0	20	10	72	0	0	0	1	312	48	0	24
K01710	4	159	38	349	2	2	1	4	1308	155	1	87
K01712	0	0	0	0	0	1	0	2	0	0	4	0
K01713	0	0	0	0	0	0	0	0	0	0	0	1
K01714	1	21	3	31	4	0	1	0	0	16	0	4
K01715	1	0	0	0	2	0	0	0	0	0	0	0
K01719	0	1	0	8	0	2	0	0	0	0	0	1
K01725	0	0	0	0	0	0	2	0	0	0	0	0
K01728	0	25	5	81	0	0	0	0	184	23	0	12
K01732	0	4	0	14	1	0	0	0	12	5	0	0
K01733	0	9	2	28	2	1	0	7	2	12	0	1
K01734	0	28	8	86	0	0	0	2	249	23	0	23
K01735	4	112	16	204	0	0	3	1	733	102	0	61
K01736	0	87	50	198	6	0	3	3	948	99	0	48
K01737	1	2	1	21	0	0	0	0	0	0	0	0
K01738	0	14	4	61	0	0	0	4	4	12	0	1
K01739	0	8	1	31	3	0	0	0	0	13	0	2
K01740	0	7	0	27	2	0	0	4	1	0	0	2
K01744	0	0	0	1	0	0	2	0	0	0	0	0
K01749	2	3	0	25	0	0	0	1	0	8	0	1
K01750	0	0	0	0	0	0	0	2	0	0	0	0
K01751	0	0	0	0	0	0	0	2	0	0	0	0
K01752	0	311	59	656	2	2	2	0	2539	272	0	222
K01754	0	7	2	21	0	0	0	0	0	6	2	2
K01755	0	4	0	28	2	5	1	2	0	7	0	1
K01756	3	111	10	225	0	0	0	3	863	89	1	62
K01758	0	0	0	1	1	0	0	0	0	1	0	0
K01759	1	21	7	59	2	0	0	0	107	14	0	14
K01760	0	5	0	24	3	2	0	0	0	8	0	1
K01761	0	8	1	31	0	0	0	0	0	13	0	6
K01766	0	0	1	0	0	0	0	0	0	0	0	0
K01768	0	0	0	0	0	0	0	0	0	1	0	0
K01770	0	4	0	29	0	0	0	0	0	6	0	3
K01772	0	4	0	10	0	0	0	0	0	5	0	5
K01775	2	94	32	281	0	0	0	5	937	91	2	83
K01776	0	71	14	134	0	0	0	9	423	56	2	27
K01777	0	71	20	179	0	0	0	0	629	86	0	40
K01778	0	10	0	28	0	2	0	2	10	11	3	7
K01779	2	0	0	0	2	0	0	0	0	0	0	0
K01782	0	0	0	0	0	0	0	0	0	6	0	0
K01783	1	60	10	139	2	1	3	2	509	66	0	48
K01784	1	195	55	492	3	2	2	2	1581	175	0	135
K01785	5	87	28	156	2	0	4	1	622	55	0	42
K01787	0	0	0	0	0	0	0	0	0	0	0	1
K01788	2	0	0	0	0	0	0	2	0	0	0	2
K01790	0	58	14	144	1	0	0	0	438	44	2	26
K01791	4	150	34	381	1	0	0	1	1518	144	0	85
K01802	0	47	17	151	1	3	0	2	275	44	1	37
K01803	1	49	14	174	3	1	2	5	580	76	0	31
K01804	0	151	26	309	0	1	2	0	1240	105	0	88
K01805	0	92	11	289	0	2	0	0	965	101	0	76
K01807	2	46	13	169	0	0	0	4	438	36	0	39
K01808	2	3	0	3	0	0	1	0	1	0	0	3
K01809	0	82	9	203	0	0	0	0	708	81	0	48
K01810	1	110	18	257	0	0	0	6	732	69	12	75
K01811	3	1	0	2	3	2	0	5	0	0	2	2
K01812	1	173	37	347	0	0	2	2	1152	98	0	79
K01813	0	142	52	254	0	3	0	0	1100	120	0	55
K01814	1	17	2	35	5	0	0	2	4	2	0	2
K01815	0	63	13	138	0	0	0	0	575	55	0	43
K01817	0	5	0	15	0	0	1	0	2	2	0	0
K01818	0	0	0	0	6	0	0	2	0	0	0	0
K01819	2	67	20	205	1	0	1	0	692	83	0	60
K01821	2	0	0	0	0	0	0	0	0	0	0	0
K01823	4	91	22	159	0	0	1	0	677	59	1	32
K01834	5	85	8	181	2	0	0	3	413	73	6	32
K01835	3	117	26	263	2	0	2	0	1049	114	1	67
K01838	0	78	32	154	0	0	0	0	781	89	0	56
K01839	0	76	16	251	0	0	0	0	969	63	0	45
K01840	0	121	19	283	2	0	4	0	1008	75	2	48
K01841	0	12	2	22	0	0	0	0	104	19	0	4
K01843	0	7	0	20	2	0	0	0	0	6	0	1
K01845	0	0	0	0	0	0	0	2	0	0	0	0
K01847	0	0	0	0	0	0	0	1	0	0	0	0
K01854	1	10	2	36	2	0	0	0	0	7	0	5
K01866	0	81	24	214	3	2	0	0	752	72	0	45
K01867	4	85	16	161	6	1	1	2	519	64	0	66
K01868	1	168	44	385	2	6	3	4	1452	169	0	135
K01869	1	247	64	532	3	0	3	11	1838	207	0	134
K01870	8	229	50	594	4	0	2	2	1849	193	1	135
K01872	8	223	68	459	9	6	3	2	1958	209	5	131
K01873	3	235	53	647	2	0	1	11	1933	197	0	151
K01874	5	161	43	337	3	1	3	6	1255	103	4	102
K01875	7	188	38	507	3	1	0	1	1845	216	4	152
K01876	3	182	7	396	4	0	0	4	1526	183	0	86
K01878	3	64	16	109	0	0	1	0	586	72	2	34
K01879	2	121	34	325	0	4	0	1	1427	132	0	93
K01880	0	0	0	0	0	0	2	7	0	0	0	0
K01881	3	127	38	332	1	0	0	2	1204	99	3	86
K01883	7	172	26	308	2	0	2	2	1110	140	0	90
K01885	3	31	5	59	5	2	0	0	12	12	0	7
K01886	2	0	0	0	3	2	0	2	0	0	0	2
K01887	4	110	29	320	0	1	4	4	1063	89	0	85
K01889	0	90	14	150	0	0	0	2	680	90	0	36
K01890	4	175	34	446	11	2	2	2	1549	157	2	108
K01892	1	78	20	249	0	0	3	2	932	79	2	55
K01893	3	102	39	316	5	0	3	10	1040	89	4	74
K01894	2	0	0	0	0	0	0	0	0	0	0	0
K01895	0	0	0	0	0	1	4	0	0	0	0	0
K01897	1	4	1	4	6	2	0	0	0	0	0	8
K01906	0	0	0	1	0	0	0	0	0	0	0	0
K01907	0	0	0	0	0	0	0	0	0	0	0	1
K01908	2	0	0	0	0	0	0	0	0	0	0	0
K01910	0	55	19	135	0	0	0	0	678	30	0	40
K01911	0	0	0	0	1	0	0	0	0	0	0	0
K01912	3	0	0	0	0	0	0	0	1	0	0	1
K01914	1	0	1	0	1	0	2	2	0	0	0	0
K01915	6	134	22	250	0	0	2	4	1010	107	2	49
K01916	2	77	10	134	1	0	2	0	545	50	0	31
K01918	0	4	0	14	0	0	0	0	0	2	0	2
K01919	0	154	54	395	0	0	0	0	1298	147	0	95
K01920	0	7	2	15	0	0	0	0	0	7	0	2
K01921	5	66	19	148	1	2	2	0	751	84	2	51
K01923	0	39	12	117	0	1	1	1	187	37	0	39
K01924	0	117	20	228	3	2	1	2	965	106	0	68
K01925	1	99	18	209	3	2	2	0	911	86	0	64
K01926	0	104	26	181	0	0	0	0	796	67	1	31
K01928	14	234	39	443	2	2	2	3	1924	163	3	144
K01929	5	137	26	240	2	2	3	0	925	92	0	64
K01930	0	0	1	11	0	0	0	0	18	2	0	0
K01933	2	65	22	156	0	0	2	0	729	67	0	27
K01934	2	37	8	64	1	0	1	0	178	14	0	17
K01935	0	9	1	44	0	0	0	0	0	5	0	1
K01937	1	123	24	269	0	0	4	5	1183	92	1	66
K01938	5	134	24	285	2	0	4	0	1243	149	0	71
K01939	5	109	21	293	8	3	1	3	919	90	0	89
K01940	1	13	0	29	3	3	0	2	0	9	0	1
K01941	0	1	2	4	0	0	0	0	46	2	0	5
K01945	4	83	18	202	0	2	0	2	880	81	2	64
K01947	0	0	0	0	0	0	0	0	0	0	0	1
K01950	2	13	1	34	1	0	2	0	4	17	0	7
K01951	8	147	23	282	0	5	6	0	1248	116	0	77
K01952	2	279	66	630	5	2	0	3	2582	262	2	180
K01953	8	1	0	1	2	1	0	5	0	2	0	4
K01954	0	0	0	0	0	2	0	0	0	0	0	0
K01955	8	253	57	488	5	3	2	9	2355	185	0	165
K01956	4	97	30	236	4	0	2	6	1062	71	0	77
K01958	1	1	0	0	0	0	0	0	5	1	0	0
K01959	1	6	1	17	0	0	0	0	38	6	0	4
K01960	0	0	0	0	0	0	0	0	2	0	0	0
K01961	0	71	12	219	1	1	0	2	908	102	4	88
K01962	1	57	24	187	4	0	1	3	602	46	2	37
K01963	4	68	17	181	5	0	3	4	664	81	1	39
K01965	0	2	0	4	0	0	0	0	20	2	0	2
K01966	0	0	0	0	1	0	0	0	0	0	0	0
K01968	0	3	2	15	0	0	0	0	35	1	0	6
K01971	2	0	0	0	0	0	0	0	0	0	2	0
K01972	5	189	43	519	4	0	2	4	1729	190	2	122
K01975	0	2	0	12	0	0	0	0	0	2	0	0
K01989	8	5	0	0	2	0	0	4	0	1	0	0
K01990	10	599	152	1515	8	2	10	14	5184	554	1	388
K01991	2	14	0	38	0	0	4	0	0	9	0	2
K01992	8	380	90	861	6	8	2	5	2486	329	2	235
K01993	1	0	0	0	2	2	0	2	4	0	0	1
K01995	0	10	5	9	0	0	1	3	36	7	3	3
K01996	0	7	2	7	0	0	3	1	22	10	2	4
K01997	7	1	1	0	1	2	2	2	0	0	0	0
K01998	2	0	0	0	1	0	0	4	0	1	2	0
K01999	8	1	1	0	0	2	2	2	3	0	2	4
K02000	0	93	13	207	0	1	0	2	915	88	0	67
K02001	0	105	35	329	0	0	0	0	1147	92	0	60
K02002	0	117	34	328	0	0	0	0	1129	90	0	62
K02003	12	415	108	969	11	2	2	4	3156	349	4	213
K02004	21	587	159	1366	27	9	14	16	4463	538	7	343
K02005	0	0	0	0	1	0	0	2	0	0	0	0
K02006	0	0	0	0	0	0	0	0	2	0	0	0
K02010	1	68	26	201	0	1	1	3	786	65	0	50
K02011	0	0	0	0	0	0	2	0	0	0	0	0
K02012	1	45	8	140	0	0	0	2	497	38	1	24
K02013	0	106	26	247	0	2	2	3	808	91	0	58
K02014	7	222	15	440	0	2	2	1	8	92	3	48
K02015	5	173	62	493	4	1	3	1	1519	203	5	182
K02016	2	137	35	294	2	0	0	6	960	106	1	61
K02017	0	6	1	19	0	2	1	0	58	3	0	2
K02018	4	0	0	3	0	0	0	0	4	2	0	0
K02020	2	0	0	0	0	0	0	0	0	0	0	0
K02021	0	198	31	436	2	2	2	1	1733	172	0	102
K02022	2	8	0	33	0	0	0	0	0	5	0	0
K02025	4	118	25	309	6	2	5	2	965	109	0	78
K02026	5	112	41	260	2	0	1	3	988	99	1	65
K02027	0	264	62	613	1	0	3	4	2029	201	2	147
K02028	4	212	69	623	3	3	0	4	2182	233	12	178
K02029	5	352	87	761	4	4	8	7	2312	280	8	222
K02030	4	356	80	788	6	8	5	5	2304	272	6	225
K02031	2	36	6	101	0	7	0	3	290	43	3	25
K02032	0	39	9	104	2	6	0	1	318	47	6	29
K02033	0	3	0	0	2	0	0	4	2	1	1	0
K02034	3	8	1	12	3	2	2	2	36	4	2	1
K02035	21	264	54	571	4	6	6	3	2149	199	2	171
K02036	0	113	41	236	2	0	1	0	1024	109	0	58
K02037	3	76	12	157	3	0	0	0	615	73	0	54
K02038	1	79	10	193	0	0	0	2	706	96	0	47
K02039	0	60	17	159	0	0	0	0	426	49	0	26
K02040	1	79	24	170	1	0	0	1	415	71	2	34
K02041	2	48	3	112	0	0	0	0	380	31	2	37
K02042	2	115	14	232	0	0	0	0	821	89	1	50
K02044	2	58	12	134	1	0	0	0	397	28	5	25
K02045	1	0	0	1	1	0	0	0	5	0	0	4
K02046	0	0	0	0	0	0	0	0	0	0	0	2
K02048	0	1	0	0	2	0	0	0	0	0	0	0
K02049	4	14	1	53	2	0	2	1	75	11	0	10
K02050	1	5	0	16	0	0	0	2	0	2	4	7
K02051	1	1	0	0	2	5	0	0	0	4	0	0
K02052	1	2	0	1	0	0	0	2	9	1	2	0
K02053	0	0	0	0	0	2	0	0	0	0	0	0
K02054	0	2	0	0	0	0	0	0	2	1	0	0
K02055	5	6	2	19	1	0	0	0	2	3	0	2
K02056	8	129	19	299	4	0	1	3	1295	89	3	71
K02057	6	178	38	443	0	0	6	2	1667	171	0	122
K02058	2	83	23	199	0	0	0	1	676	65	0	42
K02063	0	4	0	0	0	0	0	0	0	0	0	0
K02064	0	0	0	0	0	0	0	0	1	1	0	0
K02065	0	18	2	57	0	4	0	0	10	13	0	5
K02066	2	20	0	73	0	0	0	0	0	15	0	5
K02067	1	13	0	30	0	2	2	0	0	11	0	2
K02068	0	31	10	66	0	0	1	0	218	20	0	16
K02069	0	105	25	208	2	0	0	0	580	64	1	48
K02071	2	86	23	183	6	0	1	0	770	56	0	50
K02072	5	108	25	236	0	1	0	0	779	82	3	57
K02073	4	57	14	133	0	1	2	0	399	49	1	25
K02074	0	93	25	191	2	0	0	0	811	65	1	59
K02075	0	22	4	24	1	0	0	2	0	3	0	0
K02076	0	22	12	73	0	0	0	0	218	29	0	14
K02077	4	7	2	17	2	0	0	0	2	2	0	2
K02078	1	53	2	72	0	0	0	0	225	41	0	18
K02081	1	2	0	7	0	0	0	2	13	0	0	0
K02082	2	75	22	206	0	2	0	0	1016	68	0	78
K02086	1	72	13	105	0	0	2	0	388	61	0	16
K02099	0	0	0	0	2	0	0	0	0	0	0	0
K02100	0	0	0	0	0	0	0	2	0	1	0	0
K02103	0	62	19	117	0	0	1	4	667	71	0	26
K02106	0	0	0	0	0	0	0	0	0	0	0	2
K02108	3	69	11	147	1	2	0	0	446	39	0	25
K02109	2	26	13	88	0	0	2	2	339	36	0	22
K02110	1	21	3	27	1	0	1	2	185	24	2	10
K02111	0	130	31	378	6	0	5	5	1460	172	1	86
K02112	5	126	35	265	2	3	0	2	1237	119	0	76
K02113	5	43	10	74	0	0	0	1	360	41	0	30
K02114	1	49	7	109	0	0	0	2	405	38	1	29
K02115	0	77	6	168	0	2	0	0	749	73	0	46
K02116	0	3	0	8	0	0	2	0	0	3	0	0
K02117	0	0	0	0	0	0	4	0	0	0	1	0
K02118	0	0	0	0	1	0	0	5	0	0	0	0
K02123	0	0	0	0	0	0	0	1	2	0	0	4
K02132	1	8	3	23	0	0	1	0	63	3	0	3
K02133	0	8	1	18	0	0	0	0	66	4	1	4
K02160	0	33	3	65	0	1	0	0	252	17	3	23
K02169	0	9	1	40	0	0	0	2	0	5	0	1
K02170	0	7	5	12	0	0	0	0	0	4	0	2
K02171	0	2	0	0	0	0	0	0	0	0	1	0
K02182	0	2	1	0	0	2	0	0	0	0	0	0
K02188	0	1	0	0	0	0	0	0	0	0	0	2
K02189	0	0	0	0	0	0	0	2	0	0	0	0
K02190	0	0	0	0	0	4	2	0	0	0	0	0
K02191	0	0	0	0	0	0	0	1	0	0	0	0
K02192	0	2	0	3	0	0	0	0	0	0	0	1
K02193	0	11	0	22	0	0	0	0	48	5	0	10
K02194	0	14	0	21	0	0	0	0	1	6	3	0
K02195	0	1	0	25	0	0	0	0	0	3	0	0
K02197	0	4	0	16	0	0	0	0	0	1	4	1
K02198	2	20	6	45	0	0	0	0	2	15	0	0
K02199	2	3	0	14	0	0	0	0	0	2	0	0
K02200	0	10	0	13	0	0	0	0	1	3	0	0
K02204	0	2	0	10	0	0	0	1	2	2	0	0
K02221	1	15	1	45	2	0	0	1	160	18	0	9
K02226	0	3	5	15	0	0	0	4	0	4	0	1
K02227	0	0	0	0	0	1	0	2	0	0	0	0
K02229	2	0	0	0	0	0	0	0	0	0	0	0
K02230	2	0	0	0	1	4	0	0	0	0	0	0
K02231	0	0	0	1	0	1	0	0	1	0	0	0
K02233	1	0	0	0	0	2	0	0	0	0	0	0
K02236	1	20	5	28	0	3	0	0	46	13	0	2
K02237	1	42	9	82	0	0	0	0	137	37	0	22
K02238	2	97	21	223	0	1	1	2	531	65	3	54
K02240	0	97	32	127	0	0	0	0	577	91	2	56
K02242	0	31	17	75	0	0	0	0	366	44	0	20
K02243	0	45	9	138	0	0	0	0	404	33	1	25
K02244	0	30	12	87	0	0	0	0	159	33	0	5
K02245	0	2	5	0	2	0	1	0	8	0	0	13
K02246	0	18	0	18	0	0	1	0	86	10	0	4
K02248	0	14	3	42	0	0	2	0	92	10	0	8
K02256	0	2	0	1	0	0	0	0	0	0	0	2
K02257	2	6	4	23	0	0	0	0	0	5	0	0
K02261	0	0	0	0	0	1	0	0	0	0	0	1
K02267	0	0	0	2	0	0	0	0	0	0	0	0
K02274	0	9	0	41	0	2	0	0	0	8	0	0
K02275	1	2	1	10	0	0	0	0	0	1	0	1
K02276	1	1	0	3	0	0	0	0	1	0	0	1
K02283	0	0	0	0	2	0	0	0	0	0	0	0
K02291	1	1	0	2	0	0	0	0	0	0	0	0
K02297	2	9	0	13	0	0	0	0	0	3	2	4
K02298	5	33	2	26	0	0	0	0	0	1	1	5
K02299	0	9	0	11	0	0	0	0	2	3	0	2
K02300	0	5	0	12	0	0	0	0	0	1	0	0
K02302	0	11	3	37	0	0	0	0	0	3	0	5
K02303	0	12	3	39	0	0	0	0	0	3	0	5
K02304	0	0	0	0	0	0	0	1	0	0	0	0
K02313	4	80	19	209	4	0	4	4	678	81	2	62
K02314	8	121	30	301	0	0	4	4	924	87	0	71
K02315	0	2	0	0	0	0	4	1	0	0	0	0
K02316	0	132	36	235	4	4	0	5	1060	79	0	60
K02334	0	353	0	0	3	0	0	2	3744	0	0	1
K02335	3	182	60	516	11	0	8	3	1633	168	5	123
K02336	0	0	0	1	0	0	0	0	8	5	0	1
K02337	9	184	45	459	6	2	8	5	1514	145	0	121
K02338	0	82	19	151	0	0	0	3	481	44	2	31
K02339	1	6	4	14	0	0	0	0	2	2	0	2
K02340	2	73	16	176	2	2	0	1	313	35	0	24
K02341	2	52	12	164	2	1	0	4	524	41	1	33
K02342	5	44	10	110	0	7	0	4	259	30	0	22
K02343	7	139	37	263	0	3	1	0	879	127	3	100
K02346	4	103	10	198	2	1	0	2	662	56	2	65
K02348	0	35	3	95	0	0	0	1	286	20	0	15
K02351	0	3	1	2	0	0	0	0	19	0	0	1
K02355	10	179	37	512	8	0	3	8	2257	183	2	108
K02356	0	40	9	112	2	3	4	0	380	41	2	23
K02357	2	87	7	159	4	2	0	0	669	63	2	51
K02358	6	115	38	294	5	1	2	6	1146	156	0	88
K02361	0	0	0	0	0	0	0	1	0	0	0	0
K02371	1	6	0	14	0	0	1	0	0	5	0	2
K02372	0	56	19	173	0	1	0	0	579	51	0	45
K02377	0	0	0	0	0	0	0	1	0	0	0	0
K02379	0	0	0	0	0	0	0	1	0	0	0	0
K02383	0	1	0	12	0	0	0	0	0	2	0	0
K02386	1	0	0	0	0	0	0	0	0	0	0	0
K02387	0	3	0	8	0	0	0	0	0	4	0	2
K02388	0	3	1	13	0	0	0	0	0	1	0	2
K02389	0	5	0	26	0	0	0	0	0	2	0	4
K02390	0	16	0	45	0	0	0	0	2	10	0	0
K02391	2	0	0	0	0	0	0	0	0	0	0	0
K02394	0	6	0	27	0	0	0	0	0	8	2	0
K02395	1	88	26	215	0	0	0	0	932	127	0	81
K02396	0	0	0	0	0	0	0	4	0	1	0	0
K02400	0	0	0	0	2	0	0	0	0	0	0	0
