ID	Function	Gene	Count
TIGR02194	glutaredoxin-like protein NrdH	nrdH	35
TIGR02203	lipid A export permease/ATP-binding protein MsbA	msbA	405
TIGR02204	ABC transporter, permease/ATP-binding protein		159
TIGR02211	lipoprotein releasing system, ATP-binding protein	lolD	12
TIGR02224	tyrosine recombinase XerC	xerC	151
TIGR02225	tyrosine recombinase XerD	xerD	184
TIGR02227	signal peptidase I	lepB	19
TIGR02290	oligoendopeptidase, pepF/M3 family		319
TIGR02314	D-methionine ABC transporter, ATP-binding protein	metN	146
TIGR02315	phosphonate ABC transporter, ATP-binding protein	phnC	219
TIGR02327	conserved hypothetical integral membrane protein		30
TIGR02328	conserved hypothetical protein		75
TIGR02348	chaperonin GroL	groL	796
TIGR02349	chaperone protein DnaJ	dnaJ	99
TIGR02350	chaperone protein DnaK	dnaK	1065
TIGR02357	energy-coupled thiamine transporter ThiT	thiT	60
TIGR02366	probable dihydroxyacetone kinase regulator		3
TIGR02381	cold shock domain protein CspD	cspD	44
TIGR02386	DNA-directed RNA polymerase, beta' subunit	rpoC	1812
TIGR02388	DNA-directed RNA polymerase, beta'' subunit		34
TIGR02393	RNA polymerase sigma factor RpoD	rpoD	307
TIGR02394	RNA polymerase sigma factor RpoS	rpoS	28
TIGR02395	RNA polymerase sigma-54 factor	rpoN	60
TIGR02397	DNA polymerase III, subunit gamma and tau	dnaX	309
TIGR02403	alpha,alpha-phosphotrehalase	treC	152
TIGR02432	tRNA(Ile)-lysidine synthetase	tilS	5
TIGR02456	trehalose synthase	treS	15
TIGR02482	6-phosphofructokinase	pfkA	239
TIGR02483	phosphofructokinase		17
TIGR02487	anaerobic ribonucleoside-triphosphate reductase	nrdD	47
TIGR02493	pyruvate formate-lyase 1-activating enzyme	pflA	76
TIGR02494	glycyl-radical enzyme activating protein		58
TIGR02518	acetaldehyde dehydrogenase (acetylating)		152
TIGR02571	ComE operon protein 2		70
TIGR02589	CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG	cas7c	159
TIGR02614	cell division protein FtsW	ftsW	47
TIGR02624	rhamnulose-1-phosphate aldolase	rhaD	406
TIGR02625	L-rhamnose mutarotase	rhaM	37
TIGR02627	rhamnulokinase	rhaB	74
TIGR02630	xylose isomerase	xylA	660
TIGR02633	D-xylose ABC transporter, ATP-binding protein	xylG	199
TIGR02636	galactose mutarotase	galM	73
TIGR02638	lactaldehyde reductase	fucO	497
TIGR02639	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	90
TIGR02644	pyrimidine-nucleoside phosphorylase	pdp	415
TIGR02649	ribonuclease BN	rbn	15
TIGR02651	ribonuclease Z	rnz	174
TIGR02673	cell division ATP-binding protein FtsE	ftsE	185
TIGR02696	guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase	gpsI	1
TIGR02720	pyruvate oxidase	spxB	361
TIGR02727	5-formyltetrahydrofolate cyclo-ligase		24
TIGR02729	Obg family GTPase CgtA	cgtA	298
TIGR02769	nickel import ATP-binding protein NikE	nikE	44
TIGR02770	nickel import ATP-binding protein NikD	nikD	96
TIGR02773	helicase-exonuclease AddAB, AddB subunit	addB	33
TIGR02785	helicase-exonuclease AddAB, AddA subunit	addA	561
TIGR02787	GTP-sensing transcriptional pleiotropic repressor CodY	codY	264
TIGR02815	putative sugar isomerase, AgaS family		222
TIGR02817	zinc-binding alcohol dehydrogenase family protein		14
TIGR02823	putative quinone oxidoreductase, YhdH/YhfP family		233
TIGR02842	cytochrome o ubiquinol oxidase, subunit III	cyoC	2
TIGR02966	phosphate regulon sensor kinase PhoR	phoR	86
TIGR02982	ABC exporter ATP-binding subunit, DevA family		92
TIGR02988	S4 domain protein YaaA	yaaA	46
TIGR03005	ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA	ehuA	413
TIGR03023	undecaprenyl-phosphate glucose phosphotransferase		52
TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase		212
TIGR03061	YhgE/Pip N-terminal domain		112
TIGR03062	YhgE/Pip C-terminal domain		123
TIGR03107	glutamyl aminopeptidase	pepA	720
TIGR03125	triphosphoribosyl-dephospho-CoA synthase CitG	citG	41
TIGR03137	peroxiredoxin	ahpC	120
TIGR03140	alkyl hydroperoxide reductase subunit F	ahpF	1
TIGR03143	putative alkyl hydroperoxide reductase F subunit		499
TIGR03145	cytochrome c nitrate reductase biogenesis protein NrfE	nrfE	1
TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II	fabF	1104
TIGR03156	GTP-binding protein HflX	hflX	291
TIGR03168	hexose kinase, 1-phosphofructokinase family		1
TIGR03173	xanthine permease	pbuX	121
TIGR03181	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	pdhA	416
TIGR03235	cysteine desulfurase DndA	dndA	11
TIGR03263	guanylate kinase	gmk	96
TIGR03265	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein		154
TIGR03284	thymidylate synthase	thyA	511
TIGR03308	phosphonate metabolim protein, transferase hexapeptide repeat family		25
TIGR03319	ribonuclease Y	rny	763
TIGR03324	alternate F1F0 ATPase, F1 subunit alpha		17
TIGR03346	ATP-dependent chaperone protein ClpB	clpB	2472
TIGR03356	beta-galactosidase		86
TIGR03393	indolepyruvate decarboxylase	ipdC	125
TIGR03402	cysteine desulfurase NifS	nifS	94
TIGR03408	urea ABC transporter, permease protein UrtC	urtC	1
TIGR03415	choline ABC transporter, ATP-binding protein	choV	26
TIGR03416	choline ABC transporter, permease protein	choW	191
TIGR03458	succinate CoA transferase		1
TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific	prmC	14
TIGR03540	LL-diaminopimelate aminotransferase		16
TIGR03544	DivIVA domain		66
TIGR03561	peroxiredoxin, Ohr subfamily		14
TIGR03589	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	pseB	19
TIGR03591	polyribonucleotide nucleotidyltransferase	pnp	771
TIGR03592	membrane protein insertase, YidC/Oxa1 family	yidC	44
TIGR03594	ribosome-associated GTPase EngA	engA	138
TIGR03595	Obg family GTPase CgtA, C-terminal extension	cgtA	24
TIGR03596	ribosome biogenesis GTP-binding protein YlqF	ylqF	188
TIGR03597	ribosome biogenesis GTPase YqeH	yqeH	150
TIGR03598	ribosome biogenesis GTP-binding protein YsxC	ysxC	125
TIGR03599	DAK2 domain fusion protein YloV		380
TIGR03608	putative bacteriocin export ABC transporter, lactococcin 972 group		191
TIGR03625	50S ribosomal protein uL3	rplC	185
TIGR03631	ribosomal protein uS13	rpsM	161
TIGR03632	ribosomal protein uS11	rpsK	290
TIGR03635	ribosomal protein uS17	rpsQ	78
TIGR03640	CRISPR-associated endonuclease Cas1, subtype I-C/DVULG	cas1c	256
TIGR03654	ribosomal protein uL6	rplF	256
TIGR03692	ATP-dependent protease HslVU, peptidase subunit	hslV	229
TIGR03714	accessory Sec system translocase SecA2	secA2	96
TIGR03719	ATP-binding cassette protein, ChvD family		282
TIGR03723	tRNA threonylcarbamoyl adenosine modification protein TsaD	tsaD	173
TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ	yeaZ	55
TIGR03740	lantibiotic protection ABC transporter, ATP-binding subunit		17
TIGR03766	conserved hypothetical integral membrane protein		58
TIGR03779	Bacteroides conjugative transposon TraM protein	traM	1
TIGR03783	Bacteroides conjugation system ATPase, TraG family	traG	2
TIGR03787	proteobacterial dedicated sortase system response regulator	pdsR	2
TIGR03796	NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein		94
TIGR03801	aspartate 4-decarboxylase	aspD	451
TIGR03802	aspartate-alanine antiporter	aspT	77
TIGR03811	tyrosine decarboxylase	tdc	1180
TIGR03828	1-phosphofructokinase	pfkB	28
TIGR03835	terminal organelle assembly protein TopJ	topJ	14
TIGR03864	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system		16
TIGR03953	50S ribosomal protein uL4	rplD	135
TIGR04056	TonB-linked outer membrane protein, SusC/RagA family		2
TIGR04091	D-alanyl-lipoteichoic acid biosynthesis protein DltB	dltB	298
TIGR04092	D-alanyl-lipoteichoic acid biosynthesis protein DltD	dltD	202
TIGR04130	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	fnlA	409
TIGR04170	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	nrdE	594
TIGR04171	ribonucleoside-diphosphate reductase, class 1b, beta subunit	nrdF	250
TIGR04265	cardiolipin synthase	cls	95
TIGR04285	nucleoid occlusion protein	noc	167
TIGR04350	putative C-S lyase		29
TIGR04365	autonomous glycyl radical cofactor GrcA	grcA	89
TIGR04394	choline trimethylamine-lyase	cutC	1
TIGR04397	accessory Sec system translocase SecA2	secA2	111
TIGR04406	LPS export ABC transporter ATP-binding protein	lptB	2
TIGR04480	D-proline reductase (dithiol), PrdA proprotein	prdA	922
TIGR04481	proline reductase-associated electron transfer protein PrdC	prdC	434
TIGR04483	D-proline reductase (dithiol), PrdB protein	prdB	625
TIGR04520	energy-coupling factor transporter ATPase		397
TIGR04521	energy-coupling factor transporter ATPase		384
TIGR04567	DNA-directed RNA polymerase delta subunit	rpoE	63
